,original_sentence,translation
0,والقول الأول اقوى بدليل فاء التعقيب ولإطلاق قوله {خلقنا} إكتفاء ببيان ما تقدمه كأنه قال: خلقنا كذا وكذا من عجائب الخلق، فاستخبرهم أهم أشد خلقاً أم هذه الخلائق، ومن هان عليه هذه كان خلق البشر بل إعادته عليه أهون.,"The first saying is stronger because of the letter ""fa"" which indicates consequence, and because of the generality of His saying, ""We created,"" being content with the explanation of what preceded it, as if He said: ""We created such and such of the wonders of creation, so ask them, are they stronger in creation or these creatures? And whoever finds this easy, then the creation of mankind, rather its resurrection, is even easier for Him."""
1,{فَٱسْتَفْتِهِمْ} فسلهم، يعني: أهل مكة {أَهُمْ أَشَدُّ خَلْقاً أَم مَّنْ خَلَقْنَآ} يعني: من الأُمم الخالية، وقد أهلكناهم بذنوبهم، وقيل: يعني السماوات والأرض وما بينهما.,"""Then ask them,"" meaning: the people of Mecca, ""Are they more difficult to create, or those whom We have created?"" meaning: the previous nations, whom We have destroyed due to their sins. It has also been said: meaning the heavens, the earth, and what is between them."
2,نزلت في أبي الأسد بن كلدة، وقيل: أُبيّ بن أسد، وسُمّي بالأسدين؛ لشدة بطشه وقوته، نظيرها: {لَخَلْقُ ٱلسَّمَاوَاتِ وَٱلأَرْضِ أَكْـبَرُ مِنْ خَلْقِ ٱلنَّاسِ} [غافر: 57] وقوله سبحانه {أَأَنتُمْ أَشَدُّ خَلْقاً أَمِ ٱلسَّمَآءُ} [النازعات: 27].,"It was revealed about Abi Al-Asad bin Kalda, and it was said: Ubayy bin Asad, and he was named Al-Asadin; for his extreme severity and strength, similar to: {The creation of the heavens and the earth is greater than the creation of mankind} [Ghafir: 57] and His saying, may He be glorified: {Are you the most difficult to create or the heaven?} [An-Naziat: 27]."
3,قوله تعالى: {فاسْتَفْتِهِمْ} أي: فَسَْلهُمْ سؤالَ تقرير {أَهُمْ أَشَدُّ خَلْقاً} أي: أَحْكَمُ صَنْعةً {أَمْ مَنْ خَلَقْنَا} فيه قولان: أحدهما: أن المعنى: أَمْ مَنْ عدَدْنا خَلْقه من الملائكة والشياطين والسموات والأرض، قاله ابن جرير.,"""His saying, the Most High: {So ask them} that is, ask them a question of confirmation {Are they stronger in creation} that is, more perfect in craftsmanship {or whom We have created} in this there are two sayings: one of them is that the meaning is: or whom We have numbered in creation from the angels, the devils, the heavens, and the earth, as said by Ibn Jarir."""
4,{فَٱسْتَفْتِهِمْ} فاستخبرهم والضمير لمشركي مكة أو لبني آدم.,"""Then ask them"" or ""Then inquire of them,"" and the pronoun refers to the polytheists of Mecca or to the children of Adam."
5,{أَهُمْ أَشَدُّ خَلْقاً أَم مَّنْ خَلَقْنَا} يعني ما ذكر من الملائكة والسماء والأرض وما بينهما والمشارق والكواكب والشهب الثواقب، و {مِنْ} لتغليب العقلاء ويدل عليه إطلاقه ومجيئه بعد ذلك، وقراءة من قرأ «أم من عددنا»، وقوله: {إِنَّا خَلَقْنَـٰهُم مّن طِينٍ لاَّزِبٍ} فإنه الفارق بينهم وبينها لا بينهم وبين من قبلهم كعاد وثمود، وإن المراد إثبات المعاد ورد استحالته والأمر فيه بالإِضافة إليهم وإلى من قبلهم سواء، وتقريره أن استحالة ذلك إما لعدم قابلية المادة ومادتهم الأصلية هي الطين اللازب الحاصل من ضم الجزء المائي إلى الجزء الأرضي وهما باقيان قابلان للانضمام بعد، وقد علموا أن الإِنسان الأول إنما تولد منه إما لاعترافهم بحدوث العالم أو بقصة آدم وشاهدوا تولد كثير من الحيوانات منه بلا توسط مواقعة، فلزمهم أن يجوزوا إعادتهم كذلك، وإما لعدم قدرة الفاعل ومن قدر على خلق هذه الأشياء قدر على ما لا يعتد به بالإِضافة إليها سيما ومن ذلك بدؤهم أولاً وقدرته ذاتية لا تتغير.,"Are they more difficult to create, or those whom We have created? This means what has been mentioned of the angels, the sky, the earth, what is between them, the easts, the planets, and the shooting stars. And ""from"" is used to emphasize the rational beings, as indicated by its generality and its occurrence after that, and the reading of those who read ""Am man 'adadna"" (Or those whom We have numbered), and His saying: ""Indeed, We created them from sticky clay"" (37:11), for it is the distinguishing factor between them and it, not between them and those before them like 'Ad and Thamud. And that the purpose is to prove the resurrection and refute its impossibility, and the matter in this regard is equal with regard to them and those before them. And its clarification is that the impossibility of that is either due to the inability of the material, and their original material is sticky clay, which is obtained from combining the watery part with the earthy part, and they are both remaining and capable of combining again. And they have known that the first human was born from it, either because of their acknowledgment of the occurrence of the universe or because of the story of Adam, and they have witnessed the birth of many animals from it without the mediation of intercourse. So it is obligatory for them to allow their return in the same way. Or it is due to the inability of the creator, and whoever is able to create these things is able to create what is insignificant in comparison to them, especially since that is their beginning first, and His ability is inherent and does not change."
6,{فَٱسْتَفْتِهِمْ} فاستخبر كفار مكة {أَهُمْ أَشَدُّ خَلْقاً} أي أقوى خلقاً من قولهم شديد الخلق وفي خلقه شدة، أو أصعب خلقاً وأشقه على معنى الرد لإنكارهم البعث، وأن من هان عليه خلق هذه الخلائق العظيمة ولم يصعب عليه اختراعها كان خلق البشر عليه أهون {أَم مَّنْ خَلَقْنَا} يريد ما ذكر من خلائقه من الملائكة والسماوات والأرض وما بينهما.,"""Then ask them,"" ask the disbelievers of Mecca, ""Are they stronger in creation?"" meaning, are they stronger in creation than what they say is strong in creation and has strength in it, or are they more difficult and harder in creation, in the sense of refuting their denial of the resurrection, and that whoever finds it easy to create these great creatures and does not find it difficult to invent them, creating humans would be easier for Him. ""Or what We have created?"" He means what He mentioned of His creatures, such as the angels, the heavens, the earth, and what is between them."
7,وكيف يسع هذا الخلق إله فرد؟,How can this creation be the work of a single God?
8,"{إِنَّا خَلَقْنَاهُم مِّن طِينٍ لاَّزِبٍ} أي من طينٍ رخوٍ لزج لا قوة فيه قال الطبري: وإِنما وصفه باللزوب لأنه ترابٌ مخلوطٌ بماء، وكذلك خُلِق ابنُ آدم من ترابٍ وماء، ونار وهواء، والترابُ إِذا خُلط بماءٍ صار طيناً لازباً، والغرضُ من الآية إِقامةُ البرهان على إعادة الإِنسان، فالذي خلقه من العدم وخلق هذه الخلائق، قادرٌ على إعادة الأجسام بعد الفناء {بَلْ عَجِبْتَ وَيَسْخَرُونَ} أي بل عجبتَ يا محمد من تكذيبهم للبعث مع رؤيتهم آثار قدرة الله الباهرة، وهم يسخرون منك ومما تقول لهم في ذلك قال أبو السعود: المعنى عجبتَ من قدرة الله تعالى على هذه الخلائق العظيمة وإِنكارهم للبعث، وهم يسخرون من تعجبك وتقريرك للبعث {وَإِذَا ذُكِّرُواْ لاَ يَذْكُرُونَ} أي وإِذا وُعظوا بالقرآن وخوّفوا به، لا يتعظون ولا يتدبرون {وَإِذَا رَأَوْاْ آيَةً يَسْتَسْخِرُونَ} أي وإِذا رأوا آية باهرة، أو معجزة قاهرة تدل على صدقك كانشقاق القمر، وتكليم الشجر والحجر، يبالغون في السخرية أو يدعون غيرهم للسخرية والاستهزاء {وَقَالُوۤاْ إِن هَـٰذَآ إِلاَّ سِحْرٌ مُّبِينٌ} أي ما هذا الذي جئتنا به يا محمد إلا سحر واضح بيِّن قال في البحر: والإِشارة بـ \"" هذا \"" إلى ما ظهر على يديه عليه السلام من الخارق المعجز {أَءِذَا مِتْنَا وَكُنَّا تُرَاباً وَعِظَاماً أَءِنَّا لَمَبْعُوثُونَ} الاستفهام للإِنكار والاستهزاء أي أئذا أصبحت أجسادنا بالية، وتفتَّت أجزاؤها إلى تراب وعظام سوف نبعث؟","""Indeed, We created them from a sticky clay."" That is, from soft, sticky clay with no strength. Al-Tabari said: It is described as sticky because it is soil mixed with water, and thus, the son of Adam was created from soil and water, fire and air, and when soil is mixed with water, it becomes sticky clay. The purpose of the verse is to establish proof of the resurrection of man, for the One who created him from nothing and created these creatures is capable of resurrecting bodies after their demise. ""But you wonder, and they ridicule."" That is, but you, O Muhammad, wonder at their denial of the resurrection while they see the clear signs of Allah's power, and they ridicule you and what you tell them about it. Abu Al-Saud said: The meaning is that you wonder at Allah's power over these great creatures and their denial of the resurrection, and they ridicule your wonder and your assertion of the resurrection. ""And when they are reminded, they do not take heed."" That is, and when they are admonished with the Quran and warned by it, they do not take heed nor reflect. ""And when they see a sign, they ridicule it."" That is, and when they see a clear sign, or an overwhelming miracle that indicates your truthfulness, such as the splitting of the moon, or the speaking of trees and stones, they exaggerate in ridicule or invite others to ridicule and mock. ""And they said, 'This is nothing but clear magic.'"" That is, what you have brought us, O Muhammad, is nothing but clear, evident magic. It is said in Al-Bahr: The reference with ""this"" is to what appeared on his hands, peace be upon him, of the extraordinary and miraculous. ""Is it that when we die and become dust and bones, shall we indeed be resurrected?"" The question is for denial and ridicule, meaning, when our bodies become decayed, and their parts disintegrate into dust and bones, will we be resurrected?"
9,أشد خلْقا: أصعب خلقا.,Most difficult to create: most difficult to create.
