,original_sentence,translation
0,وعلى الأوّل أرادوا إنكار أن يبعث واحد منهم أو من آبائهم فأرغمهم الله سبحانه بقوله {قل نعم} تبعثون {وأنتم داخرون} صاغرون أذلاء.,"And on the first, they wanted to deny that one of them or their fathers would be resurrected, so God Almighty compelled them with His saying, ""Say, 'Yes, you will be resurrected, humiliated and submissive.'"""
1,قال الله: {قُلْ} يا محمد {نَعَمْ} تبعثون جميعاً {وَأَنتُمْ دَاخِرُونَ} أي: صاغرون.,"God said: {Say}, O Muhammad, {Yes}, you will all be resurrected {while you are humiliated}."
2,{قُلْ نَعَمْ} أي: نَعَمْ تُبْعَثون {وأنتُمْ داخِرونَ} أي: صاغِرونَ.,"Say: ""Yes,"" that is, ""Yes, you will be resurrected"" while you are humiliated."
3,{قل نعم} تبعثون {وأنتم داخرون} صاغرون أذلاَّء.,"""Say, 'Yes,' and you will be sent forth, humiliated, disgraced, and humbled."""
4,{قُلْ نَعَمْ وَأَنتُمْ دَاخِرُونَ} أي: قل يا محمد لهم: نعم تبعثون من قبوركم وأنتم صاغرون.,"""Say, 'Yes, indeed, and you will be humbled.'"""
5,{قُلْ نَعَمْ}، تبعثون، {وَأَنتُمْ دَٰخِرُونَ}، صاغرون، والدخور أشد الصّغار.,"Say, ""Yes,"" you will be sent back, humiliated, and in a state of utter humiliation. And humiliation is the most abject state."
6,{قُلْ نَعَمْ وَأَنتُمْ دٰخِرُونَ} صاغرون، وإنما اكتفى به في الجواب لسبق ما يدل على جوازه وقيام المعجز على صدق المخبر عن وقوعه، وقرىء «قال» أي الله أو الرسول وقرأ الكسائي وحده «نِعْمَ» بالكسر وهو لغة فيه.,"""Say, 'Yes, and you will be humbled,' in a state of humiliation. And it is sufficient in the response because of what precedes it, indicating its permissibility and the miracle confirming the truth of the one who reports its occurrence. And it is read, 'He said,' meaning Allah or the Messenger. And Al-Kisa'i read alone, 'N'ma,' with a kasra, which is a dialect in it."""
7,داخرون: صاغرون.,"""Dakharun: Saghiron."""
8,{قُلْ نَعَمْ وَأَنتُمْ دَاخِرُونَ} قل لهم ايها النبي: نعم ستبعثون جميعا وأنتم أذلاء صاغرون.,"Say, ""Yes, indeed, you will be resurrected, [but] humiliated."""
9,{وَأَنتُمْ دَاخِرُونَ} أي صاغرون وهي جملة حالية العامل فيها محذوف تقديره نعم تبعثون وزادهم في الجواب ان بعثهم وهم ملتبسون بالصغار والذل وهي كناية عن البعثة أي فإِنما بعثتهم زجرة أي صيحة وهي النفخة الثانية لما كانت بعثتهم ناشئة عن الزجرة جعلت إياها مجازاً.,"""And you will be humiliated,"" meaning subjugated, and it is a circumstantial clause whose verb is omitted, estimated as ""Yes, you will be resurrected."" And He increased in the answer that their resurrection will be while they are clothed in humiliation and humiliation, and it is a metaphor for resurrection, meaning ""Their resurrection is but a shout,"" which is the second blowing. Since their resurrection originates from the shout, it is made a metaphor for it."
10,وقوله: {وَأَنتُمْ دَاخِرُونَ} أي: صاغرون ذليلون؛ كقوله - عز وجل - : {تَرْهَقُهُمْ ذِلَّةٌ} [القلم: 43]، والله أعلم.,"And His saying: {And you will be humbled}, that is, humiliated and submissive; as His saying - may He be exalted -: {Humiliation will cover them} [Al-Qalam: 43], and Allah knows best."
11,{(18) قُلْ نَعَمْ وَأَنْتُمْ دَاخِرُونَ} صاغرون.,"""Say, 'Yes, and you will be humbled.'"""
