,original_sentence,translation
0,{وَإِذَا ذُكِّرُواْ لاَ يَذْكُرُونَ} وإذا وعظوا لا يتعظون.,"""When they are reminded, they do not take heed. When they are admonished, they do not accept admonition."""
1,قوله (تعالى ذكره): {وَإِذَا ذُكِّرُواْ لاَ يَذْكُرُونَ * وَإِذَا رَأَوْاْ آيَةً يَسْتَسْخِرُونَ} إلى قوله {عَلَىٰ سُرُرٍ مُّتَقَابِلِينَ}.,"His (Exalted is His Remembrance) saying: {And when they are reminded, they do not remember. And when they see a sign, they ridicule it} to His saying {Upon couches facing each other}."
2,أي: وإذا ذُكِّرَ هؤلاء / الكفار بالله وأياته وخُوِّفوا عذابه، لا يذكرون ولا يخافون، وإذا رأوا آية من آيات القرآن يهزؤون.,"That is: And when these disbelievers are reminded of Allah and His verses and warned of His punishment, they do not remember nor fear. And when they see a sign from the signs of the Quran, they ridicule it."
3,ثم أخبر عن خذلان أهل الحرمان بقوله تعالى: {وَإِذَا ذُكِّرُواْ لاَ يَذْكُرُونَ} [الصافات: 13]، يشير إلى أنهم نسوا الله غاية النسيان بحيث لا يذكرونه، {وَإِذَا ذُكِّرُواْ} يعني: الله {لاَ يَذْكُرُونَ} لا يتذكرون، {وَإِذَا رَأَوْاْ آيَةً} [الصافات: 14]؛ أي: رجلاً يكون آية من آيات الله {يَسْتَسْخِرُونَ} [الصافات: 14]؛ يسخرون به ويعرضون عن الإيمان، ويقولون لما يأتي به: {إِن هَـٰذَآ إِلاَّ سِحْرٌ مُّبِينٌ * أَءِذَا مِتْنَا وَكُنَّا تُرَاباً وَعِظَاماً أَءِنَّا لَمَبْعُوثُونَ * أَوَ آبَآؤُنَا ٱلأَوَّلُونَ} [الصافات: 15 - 17] يبعثون.,"Then He spoke of the abandonment of the deprived people, saying, ""And when they are reminded, they do not remember"" [As-Saffat: 13], indicating that they have forgotten Allah completely, so that they do not remember Him. ""And when they are reminded"" means: Allah, ""they do not remember"" means: they do not recall. ""And when they see a sign"" [As-Saffat: 14]; that is, a man who is a sign of Allah's signs, ""they ridicule"" [As-Saffat: 14]; they mock him and turn away from faith, and they say about what he brings: ""This is nothing but clear magic. What! When we are dead and have become dust and bones, shall we indeed be resurrected? Or our forefathers of old?"" [As-Saffat: 15-17]"
4,{وَإِذَا ذُكّرُواْ لاَ يَذْكُرُونَ} وإذا وعظوا بشيء لا يتعظون به، أو إذا ذكر لهم ما يدل على صحة الحشر لا ينتفعون به لبلادتهم وقلة فكرهم.,"""And when they are reminded, they do not take heed."" And when they are admonished with something, they do not take it to heart, or when they are reminded of what indicates the truth of the Resurrection, they do not benefit from it due to their dullness and lack of thought."
5,اذا ذُكّروا لا يذكرون: اذا وُعظوا لا يتعظون.,"If they are reminded, they do not remember; if they are admonished, they do not take heed."
6,واذا وُعظوا ودعوا الى عبادة الله لا يتّعظون.,"And when they are admonished and invited to the worship of Allah, they do not take admonition."
7,"{وَيَسْخَرُونَ} \"" روي أن ركانة رجلاً من المشركين من أهل مكة لقيه رسول الله صلى الله عليه وسلم في جبل خال يرعى غنماً له وكان من أقوى الناس فقال له: يا ركانة أرأيت أن صرعتك أتؤمن بالله. قال: نعم فصرعه صلى الله عليه وسلم ثلاثاً ثم عرض عليه آيات من دعاء شجرة وإقبالها فلم يؤمن وجاء إلى أهل مكة فقال يا بني هاشم ساحروا بصاحبكم أهل الأرض فنزلت فيه وفي نظرائه \"". {وَإِذَا رَأَوْاْ آيَةً} الآية، قال الزمخشري: أو آباؤنا معطوف على محل ان واسمها أو على الضمير في مبعوثون والذي جوز العطف عليه الفصل بهمزة الاستفهام والمعنى أيبعث أيضاً آباؤنا على زيادة الاستبعاد يعنون أنهم أقدم فبعثهم أبعد وأبطل \"" انتهى \"".","""And they mock"" It is narrated that Rukanah, a man from the polytheists of the people of Mecca, met the Messenger of Allah, may peace be upon him, on Mount Khal, tending his sheep, and he was one of the strongest people. He said to him, ""O Rukanah, if I overpower you, will you believe in Allah?"" He said, ""Yes."" So he overpowered him, may peace be upon him, three times. Then he presented to him verses from the supplication of the tree and its coming, but he did not believe. He came to the people of Mecca and said, ""O Banu Hashim, the people of the earth have been bewitched by your companion."" So the verse was revealed about him and his likes: ""And when they see a sign"" The verse, Al-Zamakhshari said: ""Or our fathers"" is attached to the place of 'an' and its name, or to the pronoun in 'mab'uthun'. And the one who permitted the attachment to it is the separation with the letter of interrogation. The meaning is: 'Will our fathers also be resurrected?' to increase the denial, meaning that they are older, so their resurrection is further and more invalid. End."""
8,وقوله عز وجل: {وَإِذَا ذُكِّرُواْ لاَ يَذْكُرُونَ}.,"And His saying, the Exalted: {And when they are reminded, they do not remember}."
9,ابن عباس يقول: وإذا وُعِظوا لا يتعظون، والموعظة والتذكير واحد.,"Ibn Abbas says: ""And when they are admonished, they do not take admonition, and admonition and reminder are one."""
