,original_sentence,translation
0,و {احْشُرُوا} أمر، وهو يقتضي آمراً، أي ناطقاً به، فهذا مقول لقول محذوف لظهور أنه لا يصلح للتعلق بشيء مما سبقه، وحَذْفُ القول من حديث البحر، وظاهر أنه أمر من قبل الله تعالى للملائكة الموكّلين بالناس يوم الحساب.,"""Gather"" is a command, and it requires a commander, that is, someone who utters it. This is said to be a deleted statement, as it is clear that it does not fit to relate to anything that preceded it. The deletion of the statement from the context of the sea, and it is apparent that it is a command from Allah, the Exalted, to the angels entrusted with people on the Day of Judgment."
1,{ٱحْشُرُواْ} أي سوقوا {ٱلَّذِينَ ظَلَمُواْ} أشركوا {وَأَزْوَاجَهُمْ} قال الحسن يعني الشياطين الذين دعوا إلى عبادة الأوثان قال محمد تقول العرب زوجت إبلي إذا قرنت واحدا بآخر.,"""Gather"" that is, drive ""those who wronged"" (those who associated partners with Allah) ""and their mates"" Al-Hasan said: ""He means the devils who called to the worship of idols."" Muhammad said: ""The Arabs say 'I paired my camels' when one is joined to another."""
2,"{وَقَالُواْ يٰوَيْلَنَا هَـٰذَا يَوْمُ ٱلدِّينِ * هَـٰذَا يَوْمُ ٱلْفَصْلِ ٱلَّذِي كُنتُمْ بِهِ تُكَذِّبُونَ * ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوَاجَهُمْ} أخبرني الحسن بن محمد المدني قال: حدّثنا محمد بن علي الحسن الصوفي قال: حدّثنا محمد بن عثمان بن أبي شيبة قال: حدّثنا عمّي أبو بكر قال: حدّثنا وكيع عن سفيان عن سماك، عن النعمان بن بشير عن عمر بن الخطاب رضي الله عنه قال: سمعت رسول الله صلى الله عليه وسلم يقول: {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوَاجَهُمْ} قال: \"" ضرباءهم \""، وقال ابن عباس: أشباههم.","""And they will say, 'Woe to us! This is the Day of Recompense. This is the Day of Decision, which you used to deny.' Gather those who did wrong and their companions."""
3,قوله: {احْشُرُوا الَّذِينَ ظَلَمُوا وَأَزْوَاجَهُمْ} أي: سوقوا الذين أشركوا وأزواجهم، أي: وأشكالهم.,"His saying: {Gather those who did wrong and their companions} means: Drive those who associated partners [with Allah] and their companions, i.e., their likenesses."
4,وقال الكلبي: {احْشُرُوا الَّذِينَ ظَلَمُوا} أي: أشركوا، {وَأَزْوَاجَهُمْ} أي: ومن عمل بأعمالهم من بني آدم.,"He said Al-Kalbi: ""Gather those who have wronged"" means: ""those who have committed shirk,"" ""and their companions"" means: ""those who have done similar deeds among the children of Adam."""
5,قوله: {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ} أي من مقامهم إلى الموقف، أو من الموقف إلى النار.,"His saying: {Gather those who have wronged} means from their place to the gathering place, or from the gathering place to the Fire."
6,قوله عز وجل: {احشروا الذين ظلموا} الآية.,His Exalted Word: {Gather those who did wrong} the verse.
7,ثم قال: {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوَاجَهُمْ} أي: فيقال: اجمعوا الذين ظلموا في الدنيا وأشياعهم على الكفر بالله.,"Then He said: ""{Gather those who did wrong and their companions}."" That is, it will be said: ""Gather those who wronged in the world and their allies in disbelief in Allah."""
8,{احشروا}: خطاب من الله للملائكة، أو خطاب الملائكة بعضهم لبعض، أي اجمعوا الظالمين ونساءهم الكافرات، قاله ابن عباس، ورجحه الرماني.,"""Gather"": A command from Allah to the angels, or a command from the angels to each other, meaning ""gather the wrongdoers and their disbelieving women,"" as stated by Ibn Abbas and favored by Al-Rummani."
9,وفـي هذا الكلام متروك استغنـي بدلالة ما ذُكر عما ترك، وهو: فـيقال: احشروا الذين ظلـموا، ومعنى ذلك اجمعوا الذين كفروا بـالله فـي الدنـيا وعصوه وأزواجهم وأشياعهم علـى ما كانوا علـيه من الكفر بـالله وما كانوا يعبدون من دون الله من الآلهة.,"In this speech, there is an omission that is dispensed with by the indication of what was mentioned, which is: it is said: ""Gather those who wronged,"" and its meaning is: gather those who disbelieved in Allah in this world and disobeyed Him, and their mates and their partisans, on what they were upon of disbelief in Allah and what they used to worship besides Allah of deities."
