,original_sentence,translation
0,{وَقَالُوۤاْ إِن هَـٰذَآ إِلاَّ سِحْرٌ مُّبِينٌ * أَإِذَا مِتْنَا وَكُنَّا تُرَاباً وَعِظَاماً أَإِنَّا لَمَبْعُوثُونَ * أَوَ آبَآؤُنَا} يعني: وآباؤنا {أَوَ} بمعنى الواو {ٱلأَوَّلُونَ * قُلْ نَعَمْ وَأَنتُمْ دَاخِرُونَ}: صاغرون.,"""And they said, 'This is not but clear magic. When we have died and become dust and bones, can we indeed be resurrected? Or our fathers the first ones?' Say, 'Yes, and you will be humbled.'"""
1,{أَءِذَا مِتْنَا وَكُنَّا تُرَاباً وَعِظَاماً أَءِنَّا لَمَبْعُوثُونَ أَوَءَابَآؤُنَا الأَوَّلُونَ} قالوا هذا على الاستفهام.,"""When we have died and become dust and bones, shall we indeed be resurrected? And our forefathers of old?"""
2,{أإذا مِتْنا} قد سبق بيان [هذه] الآية [مريم: 66].,"""When we die"""
3,ثم قال: {أَءِذَا مِتْنَا وَكُنَّا تُرَاباً وَعِظَاماً أَءِنَّا لَمَبْعُوثُونَ} أي: قالوا: أَنُبْعَث إذا كنا تراباً، وعظاماً في التراب.,"Then he said: ""{Shall we be resurrected when we have become dust and bones?}"" That is, they said: ""Shall we be resurrected when we have become dust and bones in the earth?"""
4,قوله تعالى {ءإذا متنا وكنا تراباً وعظاماً ءإنا لمبعوثون أو آباؤنا الأولون} إنكار منهم للبعث مبني على الاستبعاد فمن المستبعد عند الوهم أن يموت الإِنسان فيتلاشى بدنه ويعود تراباً وعظاماً ثم يعود إلى صورته الأولى.,"""His saying, the Exalted, 'When we die and become dust and bones, will we indeed be resurrected, or our forefathers of old?' Their denial of the resurrection is based on the idea that it is improbable. It seems improbable to the imagination that a person dies, his body disintegrates, and turns into dust and bones, then returns to its original form."""
5,وقوله {يقول ءإنك لمن المصدقين إذا متنا وكنا تراباً وعظاماً ءإنا لمدينون} ضمير {يقول} للقرين، ومفعول {المصدقين} البعث للجزاء وقد قام مقامه قوله {ءإذا متنا} الخ والمدينون المجزيون.,"His saying, ""Do you really believe that when we die and become dust and bones, we will be recompensed?"" The pronoun ""says"" refers to the companion, and the object of ""believers"" is the resurrection for recompense, and its place is taken by the saying ""when we die"" etc. And the recompensed are those who will be recompensed."
6,{أَءِذَا مِتْنَا وَكُنَّا تُرَاباً وَعِظَـٰماً أَءِنَّا لَمَبْعُوثُونَ}.,"""When we have died and become dust and bones, shall we indeed be resurrected?"""
7,{أَءِذَا مِتْنَا وَكُنَّا تُرَاباً وَعِظَـٰماً أَءِنَّا لَمَبْعُوثُونَ} أصله انبعث إذا متنا فبدلوا الفعلية بالاسمية وقدموا الظرف وكرروا الهمزة مبالغة في الإِنكار، وإشعاراً بأن البعث مستنكر في نفسه وفي هذه الحالة أشد استنكاراً، فهو أبلغ من قراءة ابن عامر بطرح الهمزة الأولى وقراءة نافع والكسائي ويعقوب بطرح الثانية.,"""When we die and become dust and bones, shall we indeed be resurrected?"" Its origin is ""we will be resurrected when we die,"" but they changed the verbal form to a nominal one, presented the adverb, and repeated the hamza to emphasize denial and indicate that resurrection is denied in itself and even more so in this state. It is more emphatic than the reading of Ibn Amir by omitting the first hamza and the reading of Nafi', Al-Kisai, and Ya'qub by omitting the second."
8,{وَقَالُواْ إِن هَـٰذَا} ما هذا {إِلاَّ سِحْرٌ مُّبِينٌ} ظاهر {أَءِذَا} استفهام إنكار {مِتْنَا وَكُنَّا تُرَاباً وَعِظَـٰماً أَءِنَّا لَمَبْعُوثُونَ} أي أنبعث إذا كنا تراباً وعظاماً {أوَ آبَاؤُنَا} معطوف على محل «ان» واسمها، أو على الضمير في {مَّبْعُوثُونَ} والمعنى أيبعث أيضاً آباؤنا على زيادة الاستبعاد يعنون أنهم أقدم فبعثهم أبعد وأبطل.,"""And they said, 'This is nothing but a clear magic. What, when we have died and become dust and bones, shall we indeed be resurrected? Or our fathers?' They mean that since their fathers are older, their resurrection would be even more distant and impossible."""
9,{أَءِذَا مِتْنَا وَكُنَّا تُرَاباً وَعِظَاماً أَءِنَّا لَمَدِينُونَ}؟,"""When we have died and become dust and bones, shall we indeed be recompensed?"""
