,original_sentence,translation
0,{أَتَدْعُونَ بَعْلاً وَتَذَرُونَ أَحْسَنَ ٱلْخَالِقِينَ} أتعبدون هذا الصنم - المسمَّى بعلاً - وتتركون عبادة ربكم أحسن الخالقين؟,"""Do you invoke Baal and forsake the Best of creators?"""
1,"{ٱللَّهَ رَبَّكُمْ وَرَبَّ آبَآئِكُمُ ٱلأَوَّلِينَ} أي تتركون عبادة أحسن الخالقين، الذي هو ربكم وربُّ آبائكم السابقين قال القرطبي: و \"" بعل \"" اسم صنم لهم كانوا يعبدونه وبذلك سميت مدينتهم بعلبك، والمعنى: أتدعون رباً اختلقتموه وهو هذا الصنم، وتتركون أحسن من يقال له خالق وهو \"" الله \"" ربكم وربَّ آبائكم الأولين؟","""God, your Lord and the Lord of your forefathers before you."" Do you leave worshipping the best of creators, who is your Lord and the Lord of your forefathers before you? Al-Qurtubi said: ""Ba'al"" is the name of an idol they used to worship, and their city was named Baalbek after it. The meaning is: Do you invoke a lord that you have invented, which is this idol, and leave the best of those who are called creators, which is ""God,"" your Lord and the Lord of your forefathers before you?"
2,قال الإمام فخر الدين الرازي رحمه الله: إن الشياطين لهم حذق كامل في استخراج الصنائع الدقيقة فإذا عرفوا هذه الحالة بالتجربة فلم لا يمنعون منه.,"The Imam Fakhr al-Din al-Razi, may Allah have mercy on him, said: ""The devils have complete skill in extracting delicate crafts. If they know this state through experience, then why do they not prevent it."""
3,{وَمَا كَانُوا يَعْبُدُونَ مِن دُونِ اللهِ} في تفسير الحسن، بمعنى الشياطين التي دعتهم إلى عبادة الأوثان، وإنما عبدوا الشياطين.,"""And they did not worship besides Allah"" in the interpretation of Al-Hasan, meaning the devils that called them to worship idols, and they only worshipped the devils."
4,وفي قوله: {وما كانوا يعبُدون} ثلاثة أقوال: أحدها: الأصنام، قاله عكرمة، وقتادة.,"In His saying: {And they were not worshipping}, there are three opinions: one of them is idols, said by Ikrimah and Qatadah."
5,والثاني: إبليس وحده، قاله مقاتل.,"The second: Iblis alone, said Muqatil."
6,والخامس: أنهم يُسألون عمّا كانوا يعبُدون، ذكره ابن جرير.,And the fifth: They will be asked about what they used to worship. Mentioned by Ibn Jarir.
7,{مِن دُونِ ٱللَّهِ} يعنى إبليس وجندة نزلت فى كفار قريش نظيرها فى يس: {أَلَمْ أَعْهَدْ إِلَيْكُمْ} الآية {أَن لاَّ تَعْبُدُواْ ٱلشَّيطَانَ} [يس: 60]، يعنى إبليس وحده {فَٱهْدُوهُمْ إِلَىٰ صِرَاطِ} يعنى ادعوهم إلى طريق {ٱلْجَحِيمِ} [آية: 23] والجحيم ما عظم الله عز وجل من النار.,"""Without Allah"" means Iblis and his soldiers. It was revealed about the disbelievers of Quraysh. Its similar verse in Ya-Sin is: ""Did I not enjoin upon you, O children of Adam, that you not worship Satan - indeed, he is to you a clear enemy?"" [Ya-Sin: 60], meaning Iblis alone. ""Then lead them to the path of"" means invite them to the path of ""Hellfire"" [Verse: 23], and Hellfire is what Allah, the Exalted in Might and Majesty, has magnified of the Fire."
8,{وما كانوا يعبدون من دون الله} وفيهم ثلاثة أقاويل: أحدها: إبليس، قاله ابن زياد.,"""Those whom they worshipped other than Allah"" and there are three sayings about it: one of them is Iblis, said by Ibn Ziyad."
9,{وَمَا كَانُواْ يَعْبُدُونَ} من دون الله من الأصنام والأوثان.,"And they were not worshipping besides Allah, idols and statues."
