,original_sentence,translation
0,وعطف {فَاهدُوهُم} بفاء التعقيب إشارة إلى سرعة الأمر بهم إلى النار عقب ذلك الحشر فالأمر بالأصالة في القرآن.,"And He will say, ""Drive them to the Fire."""
1,{فَٱهْدُوهُمْ} أي ادعوهم {إِلَىٰ صِرَاطِ} طريق {ٱلْجَحِيمِ} والجحيم اسم من أسماء جهنم {وَقِفُوهُمْ} أي احبسوهم وهذا قبل أن يدخلوا النار {إِنَّهُمْ مَّسْئُولُونَ} عن لا إله إلا الله قال محمد يقال وقفت الدابة وقفا ووقوفا ومن هذا المعنى قوله {وَقِفُوهُمْ} ويقال أوقفت الرجل على الأمر إيقافا.,"""Guide them"" means ""call them"" {to the path} of the road {of Hell} and Hell is one of the names of Hellfire {and stop them} means ""detain them"" and this is before they enter the fire {they will surely be questioned} about ""there is no god but Allah."" Muhammad said, ""It is said, 'I stopped the beast' and 'it stood,' and from this meaning is His saying {and stop them}. And it is said, 'I stopped the man on the matter' to stop."""
2,{وَمَا كَانُواْ يَعْبُدُونَ * مِن دُونِ ٱللَّهِ} في الدنيا {فَٱهْدُوهُمْ}: فادعوهم، قاله الضحاك، وقال ابن عباس: دلّوهم، وقال ابن كيسان: فدلوهم، والعرب تسمي السائق هادياً، ومنه قيل: الرقية هادية السائق، قال امرؤ القيس: كأن دماء الهاديات بنحره عصارة حنا بشيب مرجّل {إِلَىٰ صِرَاطِ ٱلْجَحِيمِ}: طريق النار.,"""And what they used to worship instead of Allah in this world, then guide them"" - meaning, call them, as Al-Dhahhak said, and Ibn Abbas said, guide them, and Ibn Kaysan said, guide them, and the Arabs call the driver a guide, and from that it is said: the incantation is the guide of the driver. Amr ibn Kulthum said: As if the blood of the guiding camels at his throat is the juice of henna with combed gray hair. ""To the path of Hell"" - the path of the Fire."
3,والجحيم اسم من أسماء جهنم، وهو الباب الخامس، وإنما أبوابها سبعة: جهنم، وهو الباب الأعلى، ثم لظى، ثم الحطمة، ثم السعير، ثم الجحيم، ثم سقر، ثم الهاوية، وهي الدرك الأسفل من النار، وجهنم اسم جامع لتلك الأبواب.,"And Jahannam is one of the names of Hell, and it is the fifth gate, and its gates are seven: Jahannam, which is the uppermost gate, then Laza, then Al-Hutama, then Sa'eer, then Jahim, then Saqar, then Al-Hawiya, which is the lowest level of the Fire, and Jahannam is a comprehensive name for those gates."
4,والجحيم: الباب الرابع من أبواب النار.,And Hell: the fourth gate of the gates of Fire.
5,فيقولون: نعم، فيريهم جهنم وهي كهيئة السراب.,"They say: ""Yes,"" and He shows them Hell, and it is like a mirage."
6,فيقول: جزاؤه النار، فيقال لهم: ادخلوها بحكمهم.,"He says: ""Their reward is the Fire."" It is said to them: ""Enter it, by their judgment."""
7,وقوله تعالى {فَٱهْدُوهُمْ إِلَىٰ صِرَٰطِ ٱلْجَحِيمِ} أي أرشدوهم إلى طريق جهنم، وهذا كقوله تعالى {وَنَحْشُرُهُمْ يَوْمَ ٱلْقِيَـٰمَةِ عَلَىٰ وُجُوهِهِمْ عُمْيًا وَبُكْمًا وَصُمًّا مَّأْوَاهُمْ جَهَنَّمُ كُلَّمَا خَبَتْ زِدْنَاهُمْ سَعِيرًا} الإسراء 97 وقوله تعالى {وَقِفُوهُمْ إِنَّهُمْ مَّسْئُولُونَ} أي قفوهم حتى يسألوا عن أعمالهم وأقوالهم التي صدرت عنهم في الدار الدنيا.,"And His saying, the Most High, {So guide them to the path of Hell}, meaning direct them to the way of Hell, and this is like His saying, the Most High, {And We will gather them on the Day of Resurrection on their faces, blind, dumb, and deaf. Their refuge will be Hell. Every time it abates, We will increase them in blazing fire} [Al-Israa 97]. And His saying, the Most High, {And stop them, indeed they are to be questioned}, meaning stop them until they are questioned about their deeds and sayings that issued from them in this world."
8,فيقولون: جزاؤه النار.,They say: His reward is the Fire.
9,فيقال لهم: أدخلوها بحكمكم.,It is said to them: Enter it by your judgment.
