,original_sentence,translation
0,وبالجملة: إنا وإياكم لفي ضلال مبين {فَحَقَّ} أي: لزم وثبت وجرى {عَلَيْنَا} وعليكم {قَوْلُ رَبِّنَآ} وحكمه المبرم المثبت في لوح قضائه وحضرة علمه، بأنا وأنتم من الأشقياء المردودين المستحقين لأنواع العذاب والنكال {إِنَّا لَذَآئِقُونَ} [الصافات: 31] بأجمعنا اليوم ما كتب لنا ربنا من العذاب.,"In summary: Indeed, we and you are in clear error. ""So it is right"" - meaning, it is obligatory, established, and has occurred - ""upon us"" and upon you, ""the word of our Lord"" and His irrevocable decree, recorded in the tablet of His destiny and the presence of His knowledge, that we and you are among the wretched, those who are rejected and deserving of various punishments and torments. ""Indeed, we are to taste"" [37:31] today, all of us, the punishment that our Lord has decreed for us."
1,ثم قال (تعالى): {فَحَقَّ عَلَيْنَا قَوْلُ رَبِّنَآ إِنَّا لَذَآئِقُونَ} أي: فوجب علينا / عذاب ربنا إنا لذائقون نحن وأنتم العذاب، هذا خبر من الله جل ذكره عن قول الجن للإنس.,"Then He (the Exalted) said: {So the word of our Lord has been justified upon us; indeed we will taste the punishment.} That is, the punishment of our Lord has become obligatory upon us; indeed we and you will taste the punishment. This is news from Allah, the Exalted in Might, about what the jinn said to the humans."
2,{فحق علينا قول ربنا}: أي لزمنا قول ربنا، أي وعيده لنا بالعذاب.,"""Then it is incumbent upon us the word of our Lord"": that is, it is obligatory for us the word of our Lord, that is, His threat to us with punishment."
3,والظاهر أن قوله: {إنا لذائقون}، إخبار منهم أنهم ذائقون العذاب جميعهم، الرؤساء، والأتباع.,"It appears that their statement: ""Indeed, we will taste [the punishment],"" is an announcement from them that they will all taste the punishment, the leaders and the followers."
4,وقال الزمخشري: فلزمنا قول ربنا: {إنا لذائقون}، يعني وعيد الله بأنا ذائقون لعذابه لا محالة، لعلمه بحالنا واستحقاقنا بها العقوبة.,"And Al-Zamakhshari said: ""We are bound by the saying of our Lord: 'Indeed, we will taste [it].' This means the threat of God that we will inevitably taste His punishment, due to His knowledge of our condition and our deserving of punishment."""
5,ولهذا المعنى عقّب قوله {بل كنتم قوماً طاغين} بقوله {فحق علينا قول ربنا إنا لذائقون} أي لذائقون العذاب.,"""For this reason, He followed up His statement, 'But you were a transgressing people,' with, 'So the word of our Lord has been justified upon us; indeed, we will taste the punishment.'"""
6,قوله تعالى {إنكم لذائقوا العذاب الأليم} تهديد لهم بالعذاب لاستكبارهم ورميهم الحق بالباطل.,"""Verily, you will taste the painful punishment."" This is a threat to them for their arrogance and their accusation of the truth as falsehood."
7,{فَحَقَّ عَلَيْنَا قَوْلُ رَبِّنَآ} هو أيضاً من قول المتبوعين أي وجب علينا وعليكم قول ربنا، فكلنا ذائقو العذاب، كما كتب الله وأخبر على ألسنة الرسل {لأَمْلأَنَّ جَهَنَّمَ مِنَ ٱلْجِنَّةِ وَٱلنَّاسِ أَجْمَعِينَ} [السجدة: 13].,"""Then the word of our Lord is due upon us"" is also from the words of the followers, meaning: ""It is incumbent upon us and upon you the word of our Lord, so we will all taste the punishment, as Allah has decreed and informed through the tongues of the messengers: 'I will surely fill Hell with jinn and people all together.'"" [As-Sajda: 13]."
8,5 - الالتفات من الغيبة إلى الخطاب {إِنَّكُمْ لَذَآئِقُو ٱلْعَذَابِ ٱلأَلِيمِ} والأصل إِنهم لذائقو وإِنما التفت لزيادة التقبيح والتشنيع عليهم.,"5 - Turning from the third person to the second person {Indeed, you will taste the painful punishment} and the original is ""Indeed, they will taste"" and it is only turned to increase their disgrace and condemnation."
9,{فَحَقَّ عَلَيْنَا قَوْلُ رَبِّنَآ} أي لزمنا قول ربنا أي وعيده لنا بالعذاب والظاهر أن قوله: إنا لذائقون اخبار منهم انهم ذائقون العذاب جميعهم الرؤساء والأتباع.,"""Then it became obligatory upon us the word of our Lord,"" meaning, it became incumbent upon us the word of our Lord, meaning, His threat to us with punishment. And it appears that their saying: ""Indeed, we are tasting [it],"" is a statement from them that they are all tasting the punishment, the leaders and the followers."
