,original_sentence,translation
0,الوقوف: {صفا} ه لا {زجراً} ه لا {لواحد} ه ط {المشارق} ه ط {الكواكب} ه لا {مارد} ه ج لاحتمال ما بعده الوصف والاستئناف قاله السجاوندي.,"Standing: {Safa} not {Zajra} not {Wahid} not {Mashariq} not {Kawkab} not {Marid} for the possibility of what follows it in description and resumption, said Al-Sajawandi."
1,ثم إنه سبحانه لو يقتصر في إثبات التوحيد على الحلف ولكنه عقبه بالدليل الباهر فقال {رب السموات والأرض وما بينهما ورب المشارق} فلكل كوكب مشرق ومغرب بل للشمس ولسائر السيارات وللثوابت في كل يوم مشرق آخر بحسب تباعدها عن منطقة المعدل وتقاربها منها.,"Then, indeed, He, the Exalted, did not limit the proof of oneness to the oath, but He followed it with a clear evidence, saying, ""Lord of the heavens and the earth and what is between them, and Lord of the horizons."" For every planet has a rising and a setting, and so does the sun and the rest of the planets, and the fixed stars, each day having a different rising according to their distance from the equatorial region and their proximity to it."
2,وإنما اقتصر على ذكر المشارق لشرفها ولدلالتها على البغارب كقوله {سرابيل تقيكم الحر} [النحل: 81].,"And he only mentioned the easts due to their honor and their indication of the wests, as His saying: ""Garments that protect you from the heat"" [Al-Nahl: 81]."
3,ثم قرأ بالإضافة فلها وجوه: أن يكون مصدراً مضافاً إلى الفاعل أي بأن زانتها الكواكب وإلى المفعول أي بأن زان الله تعالى الكواكب وحسنها في أنفسها، فإن النور والضوء أحسن الصفات وأكملها، وكذا أشكالها المختلفة كشكل الثريا وبنات النعش والجوزاء وسائر الصور المتوهمة من الخطوط التي تنظم طائفة منها، وقد ترتقي إلى نيف وأربعين منها صور البروج الاثني عشر.,"Then he read additionally: ""It has faces: that it be a source added to the subject, meaning that the stars adorned it, and to the object, meaning that God Almighty adorned the stars and made them beautiful in themselves. For light and brightness are the best and most perfect attributes, and so are their different shapes, such as the shape of the Pleiades, the Ursa Major, Orion, and the rest of the imagined figures from the lines that arrange a group of them, and they may reach up to nearly forty-nine, including the figures of the twelve zodiac signs."""
4,قال الحكيم: ليس المراد بالكواكب الحافظة أنفس الكواكب المركوزة في الأفلاك وإلا لوقع نقصان ظاهر في أعدادها، بل المراد ما يضاهيها من الشهب الحادثة عند كرة النار من الأبحرة المرتفعة، وقد مر تحقيق ذلك في أول سورة الحجر.,"The sage said: The intention is not the guardian stars themselves, which are fixed in the heavens, otherwise there would be an apparent deficiency in their numbers. Rather, the intention is the meteors that resemble them, which occur in the sphere of fire from the rising seas. This has been explained in the beginning of Surah Al-Hijr."
5,رب سموات القلوب وأرض النفوس وما بينهما من صفاتهما ورب مشارق القلوب يطلع منها شموس الشواهد واقمار الطوالع ونجوم اللوامع.,"Lord of the heavens of hearts and the earth of souls and what lies between them of their attributes, and Lord of the risings of hearts from which the suns of witnesses, the moons of the rising, and the stars of the luminous emerge."
6,السماء الدنيا هي الرأس، وكواكبها الحواس، والشهب هي الخواطر الرحمانية تدفع بها الوساوس الشيطانية {طين لازب} أي لاصق بكل ما يصادفه فقوم لصقوا بالدنيا وقوم لصقوا بالآخرة وقوم لصقوا بنفحات ألطاف الحق، فأذابتهم وجذبتهم عن أنانيتهم بهويتها كما تذيب الشمس الثلج وتجذبه عنه: {وقفوهم إنهم مسؤولون} للسالك في كل مقام وقفة تناسب ذلك المقام وهو مسؤول عن أداء حقوق ذلك المقام.,"The lowest heaven is the head, and its planets are the senses, and the meteors are the merciful thoughts that repel the Satanic whispers. ""{Sticky clay}"" means it sticks to everything it encounters. So, some people stick to this world, some people stick to the Hereafter, and some people stick to the breezes of the Lord's kindness, which melt them and pull them away from their egos, just as the sun melts and pulls away the ice. ""{And stop them, for they are to be questioned}"" For the traveler, there is a pause at every stage that suits that stage, and he is responsible for fulfilling the rights of that stage."
7,{رَّبُّ ٱلسَّمَاوَاتِ وَٱلأَرْضِ وَمَا بَيْنَهُمَا وَرَبُّ ٱلْمَشَارِقِ} أي مطالع الشمس؛ وذلك أنّ الله تعالى خلق للشمس ثلاثمئة وستين كوة في المشرق، وثلثمائة وستين كوة في المغرب على عدد أيام السنة تطلع كل يوم من كوة منها وتغرب في كوة منها فهي المشارق والمغارب.,"Lord of the heavens and the earth and what is between them, and Lord of the Easts, that is, the sunrises; and that is because Allah, the Exalted, created for the sun three hundred and sixty windows in the east, and three hundred and sixty windows in the west, according to the number of days of the year, rising each day from one of them and setting in one of them, so they are the Easts and the Wests."
8,وقيل: وكل موضع شرقت عليه الشمس فهو مشرق، وكل موضع غربت عليه فهو مغرب، كأنه أراد ربّ جميع ما شرقت عليه الشمس.,"It was said: Every place where the sun rises is an east, and every place where it sets is a west, as if he meant the Lord of all that the sun rises upon."
9,وجواب القسم {إِنَّ إِلَـٰهَكُمْ لَوَاحِدٌ} قيل: هو جواب قولهم {أَجَعَلَ ٱلآلِهَةَ إِلَـٰهاً وٰحِداً} [ص: 5] {رَبُّ ٱلسَّمَـٰوٰتِ وَٱلأَرْضِ} خبر بعد خبر أو خبر مبتدأ محذوف أي هو رب {وَمَا بَيْنَهُمَا وَرَبُّ ٱلْمَشَـٰرِقِ} أي مطالع الشمس وهي ثلثمائة وستون مشرقاً، وكذلك المغارب تشرق الشمس كل يوم في مشرق منها وتغرب في مغرب منها ولا تطلع ولا تغرب في واحد يومين.,"""The answer to the oath is: 'Indeed, your God is One.' It is said that this is the response to their statement: 'Has he made the gods into one god?' [38:5] 'Lord of the heavens and the earth,' is a subsequent statement or a statement of an omitted subject, meaning 'He is the Lord.' 'And what is between them,' and 'Lord of the Easts,' meaning the sunrises, which are three hundred and sixty sunrises, and likewise the sunsets. The sun rises each day from one of them and sets in one of them, and it does not rise or set in one for two days."""
