,original_sentence,translation
0,وأيضاً إنهم مخلوقون من النار والنار كيف تؤثر في النار؟,"And also, they are created from fire, and how does fire affect fire?"
1,قال: {فَأَنذَرْتُكُمْ نَاراً تَلَظَّى} [الليل: 14] أي: تأجج.,"He said: ""I warn you of a Fire that blazes."""
2,ثم الحطمة، والنار كلها حطمة، أي: تحطم عظامهم وتأكل كل شيء منهم إلا الفؤاد.,"Then the crusher, and the fire is all crusher, that is: it crushes their bones and consumes everything of them except the heart."
3,قال: {كَلاَّ لَيُنبَذَنَّ فِي الحُطَمَةِ} [الهمزة: 4] ثم السعير، والنار كلها سعير، تسعر عليهم، قال: {وَسَيَصْلَوْنَ سَعِيراً} [النساء: 10] ثم الجحيم، والنار كلها جحيم، قال: {قَالُوا ابْنُوا لَهُ بُنْيَاناً فَأَلْقُوهُ فِي الجَحِيمِ} [الصافات: 97] أي: في النار.,"He said: ""{Nay! He will surely be thrown into the crushing one} [Al-Humazah: 4]"" Then the blazing fire, and all the fire is blazing, it blazes upon them. He said: ""{And they will [indeed] be burned in a Fire of blazing flames} [An-Nisa: 10]"" Then Hellfire, and all the fire is Hellfire. He said: ""{They said, 'Build for him a structure; then throw him into the blazing fire'} [As-Saffat: 97]"" meaning: into the fire."
4,ثم سقر، والنار كلها سقر.,"Then there is Saqar, and all the Fire is Saqar."
5,قال: {سَأُصْلِيهِ سَقَرَ وَمَآ أَدْرَاكَ مَا سَقَرُ لاَ تُبْقِي وَلاَ تَذَرُ} [المدثر: 26 - 28] فكذلك تفعل تلك الأبواب كلها بهم، لا تبقي أجسادهم حين يدخلونها ولا تذر، أي: حين يجدّد خلقهم حتى تأكل أجسادهم، وهو قوله: {كُلَّمَا نَضِجَتْ جُلُودُهُم بَدَّلْنَاهُمْ جُلُوداً غَيْرَهَا لِيَذُوقُوا الْعَذَابَ} [النساء: 56]، ثم الهاوية، والنار كلها هاوية، يهوون فيها.,"He said: {I will cast him into Saqar. And what will make you know what Saqar is? It spares not and leaves not.}[Al-Muddaththir: 26-28] So, all those gates will do the same to them, not sparing their bodies when they enter them nor leaving them, that is, when their creation is renewed until their bodies are consumed, and that is His saying: {Whenever their skins are roasted through We will replace them with other skins so they may taste the punishment.}[An-Nisa: 56] Then there is the Abyss, and all the Fire is an Abyss, into which they will plunge."
6,قال: {فَأُمُّهُ هَاوِيَةٌ} [القارعة: 9]، غير أن هذه الأنواع التي وصف بها النار لكل باب من أبوابها اسم من تلك الأنواع سمّيت به، ولكل قوم من أهل النار منزل من تلك الأبواب التي سمّيت بهذه الأسماء.,"He said: {His mother is the pit [of Hell]} [Al-Qari'ah: 9], but these types with which the Fire is described, each gate of it has a name from those types, and for every people of the Fire there is a dwelling from those gates which are named with these names."
7,وقوله {إنهم ألفوا آباءهم ضالين فهم على آثارهم يهرعون} ألفيت كذا أي وجدته وصادفته، والإِهراع الإِسراع والمعنى أن سبب أكلهم وشربهم ثم رجوعهم إلى الجحيم أنهم صادفوا آباءهم ضالين - وهم مقلدون وأتباع لهم وهم أصلهم ومرجعهم - فهم يسرعون على آثارهم فجوزوا بنزل كذلك والرجوع إلى الجحيم جزاء وفاقا.,"""His saying, 'They found their fathers astray, so they hasten on their footsteps,' means that they found their fathers astray - and they are imitators and followers of them, and they are their origin and reference - so they hasten on their footsteps, and they were recompensed with a similar abode, and returning to Hell is a just recompense."""
8,أجاب القاضي عنه وقال: المراد احشروهم إلى دار الجزاء وهي النار، ولذلك قال بعده: {فَاهْدُهُمْ إلى صِرَاطِ الجَحِيم} أي دُلُّوهُمْ على ذلك الطريق، ثم سأل نفسه وقال: كيف يصح ذلك وقد قال بعده: {وَقِفُوهُمْ إنَّهُمْ مَسؤُولُونَ} ومعلوم أن (مَـ) ـحْشَرَهُمْ إلى الجحيم إنما يكون بعد المسألة وأجاب بأنه ليس في العطف بحرف الواو ترتيب ولا يمتنع أن يقال احْشُرُوهُمْ وقِفُوهم مع أنا بعقولنا نعلم أن الوقوف كان قبل الحشر.,"The judge responded and said: ""The intention is to gather them to the House of Recompense, which is the Fire. That is why he said afterward: 'Then guide them to the path of Hellfire,' meaning, guide them to that path. Then he asked himself, 'How can this be, when he said afterward: 'And stop them, indeed they will be questioned'? And it is known that gathering them to Hellfire is only after questioning.' He answered that there is no order in conjunction with the letter 'wa' (and), and it is not impossible to say, 'Gather them and stop them,' even though with our minds we know that stopping was before gathering."""
9,قال ابن الخطيب: وعندي فيه وجه آخر وهو أن يقال: إنهم إذا قاموا من قبورهم لم يَبْعُدْ أن يقفوا هناك لحيرَةٍ تَلْحَقُهُمْ لمعاينتهم أهوالَ القيامة، ثم إن الله تعالى يقول للملائكة: احشروا الذين ظلموا واهدوهم إلى صراط الجحيم، أي سُوقُوهم إلى طريق جهنم وقفوهم هناك ويحصل السؤال هناك ثُمّ (مِنْ) هنا (ك) يساقون إلى النار.,"Ibn al-Khatib said: ""And I have another interpretation, which is that when they rise from their graves, it is not far-fetched that they will stand there in confusion due to the horrors of the Resurrection they witness. Then, God Almighty says to the angels: 'Gather those who did wrong and lead them to the path of Hell,' meaning, 'drive them to the path of Hell and stop them there, and the questioning will take place there. Then, from there, they will be driven to the Fire."""
