,original_sentence,translation
0,{أَفَلاَ تَذَكَّرُونَ} أي أفليس لكم تمييز وإدراك تعرفون به خطأ هذا الكلام؟,"""Will you not then remember?"" meaning, ""Do you not have the discernment and understanding to recognize the error of this speech?"""
1,"الباقون: بالجر {لا يسمعون} بتشديد السين والميم وأصله \"" يتسمعون \"": حمزة وعلي وخلف وعاصم غير أبي بكر وحماد.","The rest: with the jarr {they do not listen} with the emphasis on the sin and mim, and its origin is ""they listen"": Hamza, Ali, Khalaf, and Asim except for Abu Bakr and Hamad."
2,وثالثها قال المبرد: إذا ذكرت فعلاً ثم عطفت عليه مصدر فعل آخر نصبت المصدر لأنه قد دل على فعله بما تقدم.,"And thirdly, Al-Mubarrid said: If you mention a verb and then append to it the infinitive of another verb, you should put the infinitive in the accusative case, because its verb has been indicated by what came before."
3,تقول: افعل ذلك كرامة أي وأكرمك كرامة، وذلك لما علم أن الأسماء لا تعطف على الأفعال فالتقدير: وحفظناها حفظاً.,"She says: Do that as an honor, and honor you with honor, and that is because he knew that nouns do not follow verbs, so the meaning is: And We have preserved it."
4,والمارد الخارج من الطاعة وقد مر اشتقاقه في قوله مردوا على النفاق.,"And the jinn that has disobeyed, and its derivation has been mentioned in the saying, ""They have become accustomed to hypocrisy."""
5,والضمير في قوله {لا يسمعون} لكل شيطان لأنه في معنى الجمع.,"The pronoun in His saying {they do not hear} refers to every devil, because it is in the sense of a plural."
6,والتسمع تكلف السماع سمع أو لم سمع وقد ضمن معنى الإصغاء فلذلك عدّي بإلى.,"And listening is the effort to hear, whether one hears or not, and it includes the meaning of listening, so it is followed by ""to."""
7,وقيل: معنى سمعت إليه صرفت إلى جهته سمعي.,"It was said: The meaning of ""I listened to it"" is that I directed my hearing towards it."
8,قال جار الله: هذه الجملة لا يصح أن تكون صفة لأن الحفظ من شياطين غير سامعين أو مستمعين لا معنى له، ولا يصح أن يكون استئنافاً لأن سائلاً لو سأل: لم يحفظ من الشياطين؟,"Jar Allah said: This sentence cannot be an adjective because preservation from demons who are neither hearing nor listening makes no sense, and it cannot be a new sentence because if someone were to ask: Why is he preserved from demons?"
9,فأجيب بأنهم لا يسمعون.,They were answered that they do not hear.
10,قلت: لو كان صفة باعتبار ما يؤول إليه حالهم جاز، وكذا إن كان مستأنفاً كأنه قيل: لم يحفظ فأجيب لأنهم يؤلون إلى كذا.,"I said: If it is an attribute in consideration of what their situation will lead to, it is permissible, and similarly if it is a new sentence, as if it were said: He did not preserve, so it was answered that they will lead to such and such."
