,original_sentence,translation
0,{مَا لَكُمْ كَيْفَ تَحْكُمُونَ}؟,What is the matter with you? How do you judge?
1,{مَا لَكُمْ كَيْفَ تَحْكُمُونَ}؟,"""What is the matter with you? How do you judge?"""
2,ومعنى {وَقِفُوهُم} أمر بإيقافهم في ابتداء السير بهم لما أفاده الأمر من الفور بقرينة فاء التعقيب التي عطفته، أي احبسوهم عن السير قَليلاً ليُسألوا سؤال تأييس وتحقير وتغليظ، فيقال لهم {ما لكم لا تناصرون}، أي ما لكم لا ينصر بعضكم بعضاً فيدفع عنه الشقاء الذي هو فيه، وأين تناصركم الذي كنتم تتناصرون في الدنيا وتتألبون على الرسول وعلى المؤمنين.,"The meaning of {وَقِفُوهُم} is an order to stop them at the beginning of their journey, as indicated by the immediate nature of the command and the subsequent conjunction that connects it, meaning ""stop them briefly to be questioned with despair, humiliation, and severity."" It is said to them, {ما لكم لا تناصرون}, meaning ""Why do you not help each other, so that one of you can دفع about the misery he is in? Where is your mutual support that you used to have in the world and gather against the Messenger and the believers?"""
3,فالاستفهام في {ما لكم لا تناصرونَ} مستعمل في التعجيز مع التنبيه على الخطأ الذي كانوا فيه في الحياة الدنيا.,"The question in ""{What is the matter with you that you do not help each other?}"" is used to express helplessness while pointing out the error they were in during their worldly life."
4,وجملة {ما لكم لا تناصرون} مبيّنة لإبهام {مَسْؤُولُونَ} وهو استفهام مستعمل في التعجيب للتذكير بما يسوءهم، فظهر أن السؤال ليس على حقيقته وإنما أريد به لازمه وهو التعجيب، والمعنى أيّ شيء اختص بكم، فــــ {ما} الاستفهامية مبتدأ و {لكم} خبر عنه.,"""What is the matter with you that you do not help each other?"""
5,وجملة {لا تَنَاصَرُونَ} حال من ضمير {لكم} وهي مناط الاستفهام، أي أن هذه الحالة تستوجب التعجب من عدم تناصركم.,"""The sentence {you do not help each other} is a state of the pronoun {for you} and it is the subject of the question, meaning that this state requires wonder at your lack of helping each other."""
6,ثم قيل لهم من قبل الحق توبيخاً وتقريعاً: {مَا لَكُمْ} أي: ما شأنكم، وأي شيء عرض عليكم أيها الضالون المضلون {لاَ تَنَاصَرُونَ} [الصافات: 25] أي: لا ينصر بعضكم بعضاً؛ أي: معبوداتكم لا تنصر بتخليص عابديهم مع أنكم اتخذتموهم أولياء واعتقدتموهم آلهة شفعاء، فلم لا ينصرونكم ولا ينقذونكم من عذابنا؟,"Then it was said to them by the Truth, as a rebuke and reprimand: ""{مَا لَكُمْ} [What is the matter with you?],"" that is, what is your situation, and what has happened to you, O misguided ones who misguide others? ""{لاَ تَنَاصَرُونَ} [you do not help each other]"" [As-Saffat: 25], that is, your deities do not help by saving their worshippers, even though you have taken them as protectors and believed them to be intercessor gods. So why do they not help you and save you from Our punishment?"
7,والرابع: سَألَهُمْ خزَنةُ جهنم {ألَمْ يَأتِكم نَذيرُ} [الملك: 8] ونحو هذا، قاله مقاتل.,"And the fourth: The guardians of Hell asked them, ""Did not a warner come to you?"" [Al-Mulk: 8] and the like, as stated by Muqatil."
8,والسادس: أن سؤالهم قوله {ما لكم لا تَنَاصَرونَ}؟!,"And the sixth: Their question is His saying, ""What is the matter with you that you do not help each other?!"""
9,قال المفسِّرون: المعنى: مالكم لا ينصُر بعضُكم بعضاً كما كنتم في الدنيا؟!,The interpreters said: The meaning: Why do you not help each other as you used to in the world?!
