,original_sentence,translation
0,"فَائِدَة: روى ابن أبي حاتم عن الشعبي قال قال رسول الله صلى الله عليه وسلم: \"" من سرَّه أن يكتال بالمكيال الأوفى فليقل آخر مجلسه حين يريد أن يقوم {سُبْحَانَ رَبِّكَ رَبِّ ٱلْعِزَّةِ عَمَّا يَصِفُونَ * وَسَلاَمٌ عَلَىٰ ٱلْمُرْسَلِينَ * وَٱلْحَمْدُ للَّهِ رَبِّ ٱلْعَالَمِينَ} \"".","Benefit: Ibn Abi Hatim narrated from Ash-Sha'bi that the Messenger of Allah (peace be upon him) said: ""Whoever is pleased to be given the full measure, let him say at the end of his gathering, when he wants to leave: 'Glory be to your Lord, the Lord of Honor, from what they describe. And peace be upon the messengers. And praise be to Allah, Lord of the worlds.'"""
1,والإرداء الإِهلاك، وبخه على أنه كان يدعوه في الدنيا إلى إنكار البعث المتضمن للكفر المؤدّي إلى الهلاك الحقيقي.,"""And the destruction, he rebuked him for denying the resurrection in this world, which involves disbelief leading to true destruction."""
2,{إِنَّ إِلَـٰهَكُمْ لَوَاحِدٌ} موضع القسم قال مقاتل: لأنّ كفار مكة قالوا: أجعل الآلهة إلهاً واحداً؟,"""Indeed, your God is One."" The place of the oath. Muqatil said: Because the disbelievers of Mecca said, ""Has he made the gods one God?"""
3,فأقسم الله تعالى بهؤلاء: {إِنَّ إِلَـٰهَكُمْ لَوَاحِدٌ}، وقرأ الأعمش وأبو عمرو وحمزة كلّهم بالإدغام، والباقون بالبيان.,"So Allah, the Most High, swore by these: {Indeed, your God is One}, and Al-A'mash, Abu Amr, and Hamzah all read it with assimilation, while the rest read it clearly."
4,قال عمر بن الخطاب: احضروا موتاكم ولقنوهم: لا إله إلا الله، فإنهم يرون ويسمعون.,"Omar ibn al-Khattab said: ""Bring your dying to you and teach them: 'There is no god but Allah,' for they see and hear."""
5,ثم قال (تعالى): {وَيَقُولُونَ أَئِنَّا لَتَارِكُوۤاْ آلِهَتِنَا لِشَاعِرٍ مَّجْنُونٍ} أي: وكانوا في الدنيا - يعني المشركين - (يقولون): أنترك عبادة الأصنام والأوثان، لما يأمر به شاعر مجنون من أن نقول: لا إله إلا الله، يعنون بذلك محمداً صلى الله عليه وسلم.,"Then He (the Exalted) said: ""{And they say, 'Shall we leave our gods for the sake of a mad poet?'""} That is, in this world - meaning the polytheists - (they used to say): ""Shall we abandon the worship of idols and statues, for what a mad poet commands us to say: 'There is no god but Allah'?"" They meant by that Muhammad, peace be upon him."
6,قال الله جلَّ ذكره: {بَلْ جَآءَ بِٱلْحَقِّ وَصَدَّقَ ٱلْمُرْسَلِينَ} أي: بل جاء محمد صلى الله عليه وسلم بالحق ولم يأت بشعر، وصَدَّقَ بما جاء به المرسلون، أي: كتبهم، لأن في كتب المرسلين قبله أنه سيبعث بكتاب من عند الله، وفي ما جاء به محمد ذكر المرسلين وتصديقهم بما أتوا به من الكتب.,"God, the Exalted in His Remembrance, said: {But he has come with the truth and confirmed the messengers} meaning: But Muhammad, may God bless him and grant him peace, came with the truth and did not come with poetry, and he confirmed what the messengers brought, meaning their books, because in the books of the messengers before him it was mentioned that a book would be sent from God, and in what Muhammad brought there is mention of the messengers and confirmation of the books they brought."
7,ثم أخبر عنهم بأكبر إجرامهم، وهو الشرك بالله، واستكبارهم عن توحيده، وإفراده بالآلهية.,"Then he informed them of their greatest crime, which is polytheism towards God, their arrogance towards His oneness, and their refusal to single Him out as the deity."
8,وقولهم: {لشاعر مجنون}: تخليط في كلامهم، وارتباك في غيهم.,"And their saying: ""A poet, a madman"": confusion in their speech, and chaos in their error."
9,فإن الشاعر هو عنده من الفهم والحذق وجودة الإدراك ما ينظم به المعاني الغريبة ويصوغها في قالب الألفاظ البديعة، ومن كان مجنوناً لا يصل إلى شيء من ذلك.,"The poet possesses understanding, skill, and keen perception, which enable him to organize strange meanings and cast them in the mold of exquisite words. But the madman cannot attain any of that."
