,original_sentence,translation
0,قال جار الله: من المجاز ما غلب عليه الاستعمال حتى لحق بالحقيقة وهذا من ذاك لأن اليمين كالحقيقة في الخير.,"Said Jar Allah: ""Among the metaphors is what has become so prevalent in usage that it has become akin to the truth, and this is one of them, for the oath is like the truth in goodness."""
1,الرابع: أن اليمين القوة والقهر فبها يقع البطش غالباً أي كنتم تأتوننا عن القهر والغلبة حتى حملتمونا على الضلال.,"The fourth: that the oath is power and domination, so with it oppression often occurs, meaning you were coming to us with force and victory until you led us astray."
2,{قَالُوۤاْ} أي: الضعفاء السفلة منهم لرؤسائهم: {إِنَّكُمْ} أيها الضالون المضلون كنتم من شدة شغفكم، وحرصكم على تضليلنا، ومنعنا عن تصديق الرسل وقبول دعوتهم {كُنتُمْ تَأْتُونَنَا عَنِ ٱلْيَمِينِ} [الصافات: 28] أي: عن أقوى جوانبنا، أو عن أقوى الطرق الموصلة إلى مطلوبكم منا، وهو المال وحطام الدنيا، فتعطوننا منها، وتحرفوننا عن سبل السلامة وطرق الاستقامة.,"They said, ""You, the misguided and misleading ones, were so eager to mislead us and prevent us from believing the messengers and accepting their call, that you came to us from our strongest side, or from the strongest paths leading to your desired outcome from us, which is wealth and the trinkets of this world. You gave us some of it and turned us away from the paths of safety and righteousness."""
3,قوله: {عَنِ ٱلْيَمِينِ} يطلق على الحلف والجارحة المعلومة والقوة والدين والخير، والآية محتملة لتلك المعاني، والمفسر اختار الأول، وعليه فعن بمعنى من، والمعنى: كنتم تأتوننا من الجهة الني كنا نأمنكم منها؛ فتلك الجهة مصورة بحلفكم أنكم على الحق؛ إلخ.,"His saying: {عَنِ ٱلْيَمِينِ} is used to refer to an oath, the known limb, strength, religion, and good. The verse is susceptible to these meanings, and the interpreter chose the first. Accordingly, ""عن"" means ""from,"" and the meaning is: ""You used to come to us from the direction in which we trusted you; so that direction is depicted by your oath that you are on the right path; etc."""
4,قوله: (المعنى أنكم أضللتمونا) هذا المعنى هو المراد على جميع الاحتمالات، لا على ما قاله المفسر فقط.,"His saying: ""You have led us astray"" - this meaning is intended in all possibilities, not just as the interpreter said."
5,قال قتادة: أقبل الإنس على قرنائهم من الجن يتساءلون، قال الإنس للجن: {إِنَّكُمْ كُنتُمْ تَأْتُونَنَا عَنِ ٱلْيَمِينِ} أي: من قبل الدين (والحق) فتخدعوننا بأقوى الوجوه.,"Qatadah said: ""The humans turned to their companions from the jinn, questioning them. The humans said to the jinn: 'Indeed, you used to come to us from the right (i.e., from the side of religion and truth), deceiving us in the strongest ways.'"""
6,وقيل: معنى {(عَنِ) ٱلْيَمِينِ} من جهة أيماننا لأن إبليس اللعين قال: {ثُمَّ لآتِيَنَّهُمْ مِّن بَيْنِ أَيْدِيهِمْ وَمِنْ خَلْفِهِمْ وَعَنْ أَيْمَانِهِمْ وَعَن شَمَآئِلِهِمْ} [الأعراف: 17].,"It is said: The meaning of {(عَنِ) ٱلْيَمِينِ} is from the direction of our right, because the accursed Iblees said: {Then I will come to them from before them and from behind them and from their right and from their left} [Al-A'raf: 17]."
7,وقيل: معنى قوله: {وَأَقْبَلَ بَعْضُهُمْ عَلَىٰ بَعْضٍ} عنى به المشركين، يقول بعضهم لبعض: كنتم تأتوننا عن اليمين، أي: من الجهة التي نحبها ونتفاءل بها.,"It is said that the meaning of His saying: {And they will turn to one another} refers to the polytheists, saying to one another: ""You used to come to us from the right,"" meaning: from the direction we love and consider auspicious."
8,وقيل: معناه: تأتوننا إتيان من إذا حلف لنا صدقناه.,"It was said: Its meaning is: You come to us as one who, if he swears to us, we believe him."
9,وأما استعارتها للقوة والشدة، فإنها يقع بها البطش، فالمعنى: أنكم تعروننا بقوتكم وتحملوننا على طريق الضلال.,"As for borrowing her strength and severity, it is through it that oppression occurs, so the meaning is: that you oppress us with your strength and lead us astray."
