,original_sentence,translation
0,قوله {معلوم} قيل: أي معلوم الوقت كقوله {ولهم رزقهم فيها بكرة وعشياً} [مريم: 62] وقيل: معلوم الصفة لكونه مخصوصاً بخصائص خلق عليها من طيب طعم ورائحة ولذة وحسن منظر.,"His saying, ""known,"" was said: that is, known in time, as His saying, ""And for them therein is their provision, morning and evening"" [Maryam: 62]. And it was said: known in quality, being specific to characteristics created upon it, such as pleasant taste, scent, pleasure, and good appearance."
1,ثم فسر ذلك الرزق بأنه {فواكه} فقيل: إن الفاكهة عبارة عما يؤكل لأجل التلذذ لا لأجل الحاجة، وأرزاق أهل الجنة كلها كذلك لأنهم مستغنون عن حفظ الصحة بالأقوات فإنهم أجسام محكمة مخلوقة للأبد فلذلك سمي رزقهم فاكهة.,"Then He explained that sustenance is {fruits}, and it was said: ""Fruit refers to what is eaten for pleasure, not for necessity."" The sustenance of the people of Paradise is all like that, for they are self-sufficient in maintaining health with food, as they are bodies perfectly created for eternity. Therefore, their sustenance is called fruit."
2,وقيل: أراد به التنبيه بالأدنى على الأعلى، فإذا كانت الفاكهة حاضرة أبداً كان الطعام أولى بالحضور.,"It was said: He intended to draw attention to the lesser by the greater, so if fruit is always present, then food is more worthy of being present."
3,وحيث بين الأكل ذكر أن ذلك حاصل مع الإكرام والتعظيم فقال {وهم مكرمون} إذ الأكل الخالي عن التعظيم يليق بالبهائم.,"And where it is mentioned that eating is accompanied by honor and reverence, He said, ""And they are honored,"" for eating devoid of reverence is befitting of beasts."
4,"وحين ذكر مأكولهم وصف مسكنهم وهيئة جلوسهم فقال {في جنات النعيم على سرر متقابلين} وقد مر في \"" الحجر \"".","""And when he mentioned their food, he described their dwelling and their manner of sitting, saying, 'In the gardens of bliss, on couches facing each other.' And it has already passed in 'Al-Hijr.'"""
5,ثم قال: {أُوْلَئِكَ لَهُمْ رِزْقٌ مَّعْلُومٌ}.,"Then He said: ""For them is a known provision."""
6,وقيل: هو الفواكه التي خلقها (الله) لهم في الجنة.,It is said: It is the fruits that (God) created for them in Paradise.
7,ثم قال: {فَوَاكِهُ وَهُم مُّكْرَمُونَ * فِي جَنَّاتِ ٱلنَّعِيمِ} أي: الرزق المعلوم كونهم ذوي فواكه، وإكرام الله لهم بكرامته في جنات (النعيم).,"Then he said: ""Fruits, and they are honored * In the Gardens of Bliss"" meaning: the known provision, that they are possessors of fruits, and Allah's honoring of them with His honor in the Gardens of Bliss."
8,فقوله {أُولئك لهم رزق معلوم} أي رزق خاص متعين ممتاز من رزق غيرهم فكونه معلوماً كناية عن امتيازه كما في قوله {وما منا إلا له مقام معلوم} الصافات 164 والإِشارة بلفظ البعيد للدلالة على علو مقامهم.,"His saying, ""For them is a provision known"" means a special, designated, and distinguished provision from that of others. Its being known is a metaphor for its distinction, as in His saying, ""And there is none of us but has a known station"" (As-Saffat 164). The use of the distant demonstrative pronoun indicates the highness of their status."
9,وأما ما فسره بعضهم أن المراد بكون رزقهم معلوماً كونه معلوم الخصائص مثل كونه غير مقطوع ولا ممنوع حسن المنظر لذيذ الطعم طيب الرائحة، وكذا ما ذكره آخرون أن المراد أنه معلوم الوقت لقوله {ولهم رزقهم فيها بكرة وعشياً} مريم 62 وكذا قول القائل إن المراد به الجنة فهي وجوه غير سديدة.,"As for what some have interpreted that the meaning of their sustenance being known is that it is known for its characteristics, such as not being cut off, not being forbidden, pleasant to look at, delicious to taste, and fragrant, and similarly what others have mentioned that the meaning is that it is known in time, as He says, ""And for them therein is their provision, morning and evening"" (Maryam 62), and similarly the saying that the meaning is Paradise, these are not sound interpretations."
10,وقوله {فواكه وهم مكرمون في جنات النعيم} الفواكه جمع فاكهة وهي ما يتفكه به من الأثمار بيان لرزقهم المعلوم غير أنه تعالى شفّعه بقوله {وهم مكرمون} للدلالة على امتياز هذا الرزق أعني الفاكهة مما عند غيرهم بأنها مقارنة لإِكرام خاص يخصهم قبال اختصاصهم بالله سبحانه وكونه لهم لا يشاركهم فيه شيء.,"""And His saying, 'Fruits, and they are honored in the Gardens of Bliss.' Fruits is the plural of fruit, which is what one delights in from the fruits, an explanation of their known provision. However, He, the Exalted, followed it with 'and they are honored' to indicate the distinction of this provision, meaning the fruit, from what others have, as it is accompanied by a special honor that is specific to them in return for their devotion to Allah, the Exalted, and it being for them, with nothing sharing it with them."""
11,وفي إضافة الجنات إلى النعيم إشارة إلى ذلك فقد تقدم في قوله {فأُولئك مع الذين أنعم الله عليهم} النساء 69 الآية، وقوله {وأتممت عليكم نعمتي} المائدة 3 وغيرهما أن حقيقة النعمة هي الولاية وهي كونه تعالى هو القائم بأمر عبده.,"""In attributing the gardens to bliss, there is an indication of this. For it was previously mentioned in His saying, 'Then it is these who will be with those whom Allah has blessed,' (Women 69), and His saying, 'And I have completed My blessing upon you,' (Table 5:3), and others, that the true nature of blessing is guardianship, and that it is He, the Exalted, who manages the affairs of His servant."""
12,وقوله {فإنهم لآكلون منها فمالئون منها البطون} الفاء للتعليل يبين به كونها نزلاً للظالمين يأكلون منها، وفي قوله {فمالئون منها البطون} إشارة إلى تسلط جوع شديد عليهم يحرصون به على الأكل كيفما كان.,"""And His saying, {Indeed, they will eat from it, and fill their bellies with it} - the 'fa' (ف) is for explanation, showing that it is a provision for the wrongdoers, they eat from it, and in His saying, {and fill their bellies with it} there is an indication of a severe hunger overwhelming them, causing them to be eager to eat no matter what."""
13,أما قوله {فواكه وهم مكرمون} قال فإنهم لا يشتهون شيئاً في الجنة إلا أُكرموا به.,"As for His saying, ""Fruits, and they are honored,"" He said, ""They do not desire anything in Paradise except that they are honored with it."""
14,قال قتادة يعني الجنة، وقيل معلوم الوقت، وهو أن يعطوا منه بكرة، وعشية كما في قوله {وَلَهُمْ رِزْقُهُمْ فِيهَا بُكْرَةً وَعَشِيّاً} مريم 62 وقيل هو المذكور في قوله بعده {فَوٰكِهُ} فإنه بدل من {رزق}، أو خبر مبتدأ محذوف، أي هو فواكه، وهذا هو الظاهر.,"He said, Qatadah means Paradise, and it has been said that the time is known, which is that they are given from it in the morning and in the evening, as in His saying, ""And they have their provision therein, morning and evening"" [Maryam 62]. It has also been said that it is mentioned in His saying after it, ""Fruits,"" for it is a substitute for ""provision,"" or the news of a deleted subject, i.e., it is fruits, and this is the apparent meaning."
15,والفواكه جمع الفاكهة، وهي الثمار كلها رطبها، ويابسها، وخصص الفواكه بالذكر لأن أرزاق أهل الجنة كلها فواكه كذا قيل.,"And fruits are the plural of fruit, and they are all the fruits, both fresh and dry. Fruits are mentioned specifically because the sustenance of the people of Paradise is all fruits, as it has been said."
16,والأولى أن يقال إن تخصيصها بالذكر لأنها أطيب ما يأكلونه، وألذّ ما تشتهيه أنفسهم.,It is more appropriate to say that mentioning it specifically is because it is the best of what they eat and the most delicious of what their souls desire.
17,وقيل إن الفواكه من أتباع سائر الأطعمة، فذكرها يغني عن ذكر غيرها، وجملة {وَهُم مُّكْرَمُونَ} في محل نصب على الحال، أي ولهم من الله عزّ وجلّ إكرام عظيم برفع درجاتهم عنده، وسماع كلامه، ولقائه في الجنة.,"It is said that fruits are among the followers of all foods, so mentioning them dispenses with mentioning others, and the phrase {وَهُم مُّكْرَمُونَ} is in the accusative case as a state, meaning, ""And for them from Allah, the Exalted in Might, the Honorable, is great honor by raising their ranks with Him, hearing His speech, and meeting Him in Paradise."""
18,وقرأ أبو مقسم بتشديدها، وقوله {فِي جَنَّـٰتِ ٱلنَّعِيمِ} يجوز أن يتعلق بـ {مكرمون}، وأن يكون خبراً ثانياً، وأن يكون حالاً، وقوله {عَلَىٰ سُرُرٍ} يحتمل أن يكون حالاً، وأن يكون خبراً ثالثاً، وانتصاب {مُّتَقَـٰبِلِينَ} على الحالية من الضمير في {مكرمون}، أو من الضمير في متعلق على {سرر}.,"Abu Muqsim read it with emphasis, and his saying {In the Gardens of Bliss} may be related to {honored}, or it may be a second predicate, or it may be a state. And his saying {on couches} may be a state, or it may be a third predicate. And the erection of {facing each other} is on the state of the pronoun in {honored}, or from the pronoun related to {on couches}."
19,{إِنَّ ٱلْمُتَّقِينَ فِي جَنَّاتٍ وَعُيُونٍ} الآية، لما ذكر تعالى ما أعد لأهل الجنة ليظهر تباين ما بين الفريقين.,"""Indeed, the righteous are in gardens and springs."""
