,original_sentence,translation
0,وروي عن النعمان بن بشير يرويه عن عمر ابن الخطاب وتأويله أنهن الأزواج الموافقات لهم في الإِشراك، أما من آمن فهن ناجيات من تبعات أزواجهن وهذا كذكر أزواج المؤمنين في قوله تعالى {هم وأزواجهم في ظلال} يس 56 فإن المراد أزواجهم المؤمنات فأطلق حملاً على المقيّد في قوله {ومن صلح من آبائهم وأزواجهم وذرياتهم} الرعد 23وذكر الأزواج إبلاغ في الوعيد والإِنذار لئلا يحسبوا أن النساء المشركات لا تبعة عليهن.,"It is narrated from Al-Nu'man bin Bashir, who narrates it from Umar ibn Al-Khattab, and its interpretation is that they are the wives who agree with them in polytheism. As for those who believe, they are saved from the consequences of their husbands. This is like mentioning the wives of the believers in His saying, the Exalted: ""They and their spouses will be in shade"" (Ya-Sin 56), for the meaning is their believing wives. It is mentioned absolutely based on the qualified in His saying: ""And those who believed and whose offspring followed them in faith - We will join with them their offspring"" (Ar-Ra'd 23). Mentioning the wives is an intensification of the threat and warning, lest they think that polytheistic women have no consequences for them."
1,وذلك مثل تخصيصهن بالذكر في قوله تعالى {الحر بالحر والعبد بالعبد والأنثى بالأنثى} في سورة البقرة 178.,"That is like mentioning them specifically in His saying, the Exalted: {A free for a free, a slave for a slave, and a female for a female} in Surah Al-Baqarah 178."
2,وقيل الأزواج الأصناف، أي أشياعهم في الشرك وفروعه.,"It was said that the pairs are the kinds, that is, their followers in polytheism and its branches."
3,وفي أزواجهم أربعة أقوال: أحدها: أمثالهم وأشباههم، وهو قول عمر، وابن عباس، والنعمان بن بشير، ومجاهد في أخرين.,"""Regarding their spouses, there are four sayings: one of them is: their equals and likenesses, and this is the saying of Umar, Ibn Abbas, An-Nu'man bin Bashir, and Mujahid among others."""
4,الثالث: أشياعهم، قاله قتادة، ومنه قول الشاعر: فكبا الثور في وسيل وروض مونق النبت شامل الأزواج الرابع: نساؤهم الموافقات على الكفر، رواه النعمان بن بشير عن عمر بن الخطاب رضي الله عنه.,"Third: Their followers, as stated by Qatada. The poet said: ""The bull stumbled in a stream and a beautiful, lush garden."" Fourth: Their women who agree on disbelief, narrated by An-Nu'man bin Bashir from Umar bin Al-Khattab, may Allah be pleased with him."
5,"قال ابن عباس: \"" وأزواجهم \"" نظراؤهم وأتباعهم في الظلم.","Ibn Abbas said: ""And their spouses"" means their peers and followers in injustice."
6,"وقال ابن زيد: \"" وأزواجهم \"" في الأعمال.","And Ibn Zaid said: ""And their spouses"" in deeds."
7,"وقال مجاهد: \"" وأزواجهم \"" أمثالهم.","And Mujahid said: ""And their spouses"" are their equals."
8,وقال أهل اللغة: أزواجهم قرناؤهم، (و) منه زوجت الرجل، (أي) قرنته بامرأة.,"The people of language say: their spouses are their companions, and from this is the phrase ""I married the man,"" meaning I joined him with a woman."
9,وقرأ عيسى بن سليمان الحجازي: {وأزواجهم}، مرفوعاً عطفاً على ضمير ظلموا، أي وظلم أزواجهم.,"And Isa bin Sulaiman al-Hijazi recited: {And their spouses}, raised as an annex to the pronoun they wronged, meaning and they wronged their spouses."
