,original_sentence,translation
0,وحين تمم كلامه مع الرجل الذي كان قريناً له في الدنيا وهو الآن من أهل النار عاد إلى مخاطبة جلسائه من أهل الجنة قائلاً {أفما نحن بميتين} وفيه قولان أحدهما: إن أهل الجنة لا يعلمون في أوّل دخولهم الجنة أنهم لا يموتون فيستفهمون عن ذلك فيما بينهم، أو يسألون الملائكة فإذا جيء بالموت على صورة كبش أملح وذبح فعند ذلك يعلمون أنهم لا يموتون والتقدير: نحن مخلدون منعمون فما من شأننا أن نموت ولا أن نعذب.,"""And when he finished speaking with the man who was his companion in the world and is now among the people of the Fire, he returned to addressing his companions from the people of Paradise, saying, 'Are we not to die?' There are two interpretations of this: one is that the people of Paradise do not know, at the beginning of their entry into Paradise, that they will not die, so they inquire among themselves, or they ask the angels. When death is brought in the form of a white ram and is slaughtered, then they know that they will not die. The meaning is: 'We are immortal and blessed, so it is not our fate to die or to be tormented.'"""
1,فاستعير للحاصل من الشيء، وحاصل الرزق المعلوم اللذة والسرور، وحاصل تلك الشجرة الألم والغم.,"The result of something is borrowed, the result of known sustenance is pleasure and joy, and the result of that tree is pain and sorrow."
2,وظاهر القرآن يدل على أنها شجرة كريهة الطعم والرائحة مؤلمة التناول صعبة الابتلاع إلا أن المفسرين اختلفوا في ماهيتها، فذكر قطرب أنها شجرة مرة تكون بتهامة.,"The apparent meaning of the Quran indicates that it is a tree with a bitter taste and unpleasant smell, painful to eat and difficult to swallow. However, the commentators have differed in their description of it. Qutrub mentioned that it is a bitter tree found in Tihamah."
3,وذكروا أيضاً أن أبا جهل أدخلهم بيته وقال: يا جارية زقمينا فأتتهم بالزبد والتمر فقال: تزقموا فهذا الذي يوعدكم محمد به فأنزل الله صفة الزقوم.,"And they also mentioned that Abu Jahl brought them into his house and said, ""O slave girl, bring us some food."" So she brought them butter and dates. He said, ""Eat, for this is what Muhammad threatens you with."" Then Allah revealed the description of the Zaqqum."
4,وذكر بقية أوصاف الشجرة منها {إنها تخرج في أصل الجحيم} اي منبتها في قعر جهنم وأغصانها ترتفع إلى دركاتها.,"And among the rest of the tree's descriptions is {it emerges from the root of Hell}, meaning its origin is in the depths of Hell and its branches rise to its levels."
5,ومنها {طلعها كأنه رؤوس الشياطين} قال جار الله: الطلع للنخلة فاستعير لما طلع من شجرة الزقوم من حملها إما استعارة لفظية وذلك أن يكون وجه الاستعارة مجرد الطلوع أي الظهور، أو معنوية وذلك إذا كان يشبه الطلع شكلاً ولوناً.,"And among them is {its fruit like the heads of the devils}. Jar Allah said: The fruit is for the palm tree, so it is borrowed for what appears from the tree of Zaqqum from its fruit, either a verbal metaphor, and that is if the face of the metaphor is just the appearance, that is, appearance, or spiritual, and that is if it resembles the fruit in shape and color."
6,الثالث أنه شجر معروف عند العرب قبيح الأعالي يسمى الأستن وثمره يسمى رؤوس الشياطين.,"The third is a tree known to the Arabs, with ugly tops, called astan, and its fruit is called the heads of the devils."
7,ثم علل جعل الشجرة فتنة للظالمين بقوله {فإنهم لآكلون منها} أي من طلعها {فمالؤن منها البطون} أي بطونهم إما لأن شدّة الجوع تحملهم على تناول ذلك الشيء الكريه، وإما لأن الزبانية يقسرونهم على أكلها ليكون باباً من العذاب، فإذا شبعوا غلبهم العطش أو أخذتهم الغصة فيسقون من حميم وهو الماء الشديد الحرارة، وقد وصفه الله سبحانه في قوله {وإن يستغيثوا يغاثوا بماء كالمهل يشوي الوجوه} [الكهف: 29] والشوب المزج كما قال في صفة شراب أهل الجنة {ومزاجه من تسنيم} [المطففين: 27] وهو تسمية بالمصدر والمراد أن الطعام مزج بالحميم أو يسقون صديداً أو شراباً حاراً ممزوجاً بما هو أحر وهو الحميم.,"Then He explained why the tree is a trial for the wrongdoers by saying, ""For they will surely eat from it,"" meaning from its fruit. ""And they will fill their bellies with it,"" meaning their bellies. This is either because the severity of hunger compels them to eat that disgusting thing, or because the guards force them to eat it as a form of punishment. So, when they are full, thirst overcomes them or they are choked, and they are given boiling water, which is extremely hot water. Allah, the Exalted, described it in His saying, ""And if they seek help, they will be helped with water like molten brass, which scalds the faces."" [Al-Kahf: 29] And mixing is the blending, as He said in describing the drink of the people of Paradise, ""And its mixture is from Tasneem."" [Al-Mutaffifin: 27] This is a naming by the source, and the meaning is that the food is mixed with boiling water, or they are given pus or a hot drink mixed with something even hotter, which is boiling water."
8,"والآخرون قسمان: قوم لهم أعمال يسترها الحق عن اطلاع الخلق عليهم في الدنيا والآخرة كما قال \"" أوليائي تحت قبابي لا يعرفهم غيري \"" وقوم لهم ذنوب لا يطلع عليها إلا االله فيسترها عليهم كما جاء ذكره في الحديث \"" إن الله يدني المؤمن يوم القيامة حتى يضع عليه كتفه يستره من الناس فيقول: أي عبدي تعرف ذنب كذا وكذا؟ فيقول: نعم اي رب. ثم يقول: أي عبدي تعرف ذنب كذا! وكذا!؟ فيقول: نعم. ثم يقول: اي عبدي تعرف ذنب كذا وكذا؟ فيقول: نعم أي رب. حتى إذا قرره بذنوبه ورأى نفسه أنه قد هلك قال: فإني سترتها عليك في الدنيا وقد غفرتها لك اليوم ثم يعطى كتاب حسناته \"" {إلا موتتنا الأولى} وهي الموتة الإرادية عن الصفات النفسانية وبعد ذلك لا موت، بل ينتقل من دار إلى دار.","And there are two other groups: those whose deeds Allah conceals from the knowledge of people in this world and the hereafter, as He said, ""My friends are under My canopies, none knows them but Me."" And those who have sins that none knows except Allah, so He conceals them for them, as mentioned in the hadith, ""On the Day of Resurrection, Allah will bring the believer close until He places His shoulder over him, concealing him from the people, and will say, 'O My servant, do you know of such and such a sin?' He will say, 'Yes, O Lord.' Then He will say, 'O My servant, do you know of such and such sins?' He will say, 'Yes.' Then He will say, 'O My servant, do you know of such and such sins?' He will say, 'Yes, O Lord.' Until, when He has made him acknowledge his sins and he sees that he is doomed, He will say, 'I concealed them for you in this world and have forgiven you for them today.' Then he will be given the book of his good deeds."" {Except for our first death} which is the voluntary death from the attributes of the soul, and after that there is no death, but rather a transition from one abode to another."
9,قال مالك بن دينار: بلغني أن جنات النعيم بين جنان الفردوس وبين جنان عدن، وأن فيها جواري خلقن من وَرْدِ الجنة، وأن سكانها (الذين) إذا هموا بالمعاصي ذكروا عظمة الله فراقبوه، والذين تنثني أصلابهم من خشية الله، والذين يجوعون ويعطشون من مخافة الله، وأنه يصرف العذاب عن الناس بهم.,"Malik ibn Dinar said: ""I have been informed that the Gardens of Bliss are between the Gardens of Paradise and the Gardens of Eden, and that there are maidens created from the roses of Paradise within them, and that their inhabitants, when they intend to commit sins, remember the greatness of Allah and keep watch over Him, and those whose backs bend from the fear of Allah, and those who go hungry and thirsty from the fear of Allah, and that Allah turns away punishment from the people because of them."""
